token_id,frequency
549,13492968
550,14126549
551,303060283
552,38623037
553,16821652
554,25484664
555,29362716
556,757432997
557,25315307
558,208970116
559,103712134
560,15865143
561,41605161
562,550693018
563,8155977
564,194987345
565,64771454
566,19260648
567,18686454
568,172580113
569,51954422
570,38737727
571,94557831
572,16172957
573,228977
574,432539554
575,9246970
577,157810357
578,49791657
579,13925244
580,24808956
581,630174444
582,262501856
583,15685602
584,12701063
585,19920065
586,1992551
587,30715419
588,929509751
589,21094578
590,13785132
591,95900584
592,16762817
593,36397100
594,542638385
595,32155151
596,22497479
597,726678538
598,528034087
599,18139393
600,16032906
601,21779552
602,8753083
603,21986772
604,495133435
605,122189363
606,36193600
607,31172560
608,156862790
609,31232514
610,39051187
611,154404861
612,7882502
613,11472685
614,41816814
615,31199348
616,659239245
617,373570411
618,10760996
619,611163494
620,94817450
621,28225822
622,47036999
623,5363657
624,6800767
625,649145399
626,395621326
627,444198037
628,12594330
629,148898458
630,21262552
631,16498547
632,4894568
633,7586822
634,1044597370
635,6396034
636,16743662
637,79348065
638,46941818
639,10361291
640,21006541
641,51400614
642,327769025
643,412620530
644,445777339
645,8526758
646,5305076
647,16965346
649,18152399
650,15459045
651,434023552
652,7681050
653,29292312
654,92525014
655,30307184
656,26886500
657,115131367
658,10035307
659,80235761
660,29553497
661,29281276
662,4734127
663,8399457
664,26551227
665,452343602
666,6963738
667,323894540
668,212715220
669,53774877
670,584207304
671,512184014
672,448119186
673,502322359
675,3805061
676,9649827
677,6262637
678,13452958
679,3487398
680,5230121
681,123356944
682,17974372
683,521012
684,38845636
685,364327854
686,255672361
687,15233976
688,184845487
689,322585396
690,410147782
691,5465288
692,4365412
693,11107436
694,4858218
695,16944022
696,2644301
697,336712662
698,16405396
699,1229480
700,12821055
701,14191454
702,5493891
703,265874502
704,5258323
705,1707921
706,28151214
707,8816222
708,186800808
709,37660021
710,8258974
711,18288891
712,3236601
713,7219631
714,64284700
715,373066037
716,12961968
717,156012500
718,7062605
719,5881285
720,3782300
721,114248628
722,775351
723,63036079
724,21576046
725,6349093
726,3580369
727,12436511
728,17772873
729,26461669
730,4551333
731,412078080
732,5264288
733,430843413
734,25018289
735,17582685
736,19708680
737,14250414
738,1716458
739,15533988
740,97384099
741,3266455
742,13623423
743,59790511
744,35993069
745,162796526
746,53504004
747,389074189
748,36565988
749,41508837
750,19546454
751,465534729
752,428994562
753,281779998
754,200312809
755,411667365
756,7685264
757,63103265
758,7076935
759,16375841
760,327292113
761,11903197
762,138923497
763,48274088
764,6493638
765,506977
766,2137107
767,283648742
768,13434739
769,25252351
770,14843000
771,10479093
772,9091402
773,402825871
774,11160428
775,49133797
776,463082012
777,19799998
778,285217534
779,195829942
780,14775692
781,17540216
782,14767206
783,97421297
784,19135627
785,26821103
786,5092790
787,21023516
788,95901193
789,286970801
790,41497308
791,632742
792,10865601
793,32540176
794,58952017
795,34318674
796,29381561
797,14917549
798,5874387
799,1900008
800,25547400
801,8295972
802,18930025
803,4081190
804,12554072
805,64657086
806,313931842
807,217346774
808,5187596
809,12900684
810,6589006
811,15529357
812,258679779
813,3380874
814,17574267
815,9871715
816,410854233
817,12691642
818,96811443
819,10159767
820,35897464
821,9255226
822,231197
823,65224050
824,219022208
825,13120384
826,26547030
827,1130284
828,5053723
829,3539805
830,74664200
831,320421967
832,13763929
833,8014393
834,11990821
835,240208217
836,5624148
837,10023672
838,5599862
839,65910993
840,271156178
841,288542778
842,3213659
843,4978591
844,249098246
845,386621
846,251473594
847,11048454
848,1559170
849,334578615
850,9078922
851,11816830
852,750952
853,10064524
854,94702974
855,1468660
856,15488156
857,10473607
858,153768829
859,12301936
860,24253224
861,35029544
862,5280682
863,8230560
864,16039682
865,19610842
866,7736871
867,7381040
868,42769436
869,6043996
870,128633050
871,251211306
872,3240381
873,149890516
874,8363271
875,173867029
876,28331444
877,5313518
878,257387866
879,1228524
880,34919365
881,43140035
882,6014693
883,57441664
884,152026984
885,39629973
886,19410784
887,1100565
888,6881649
889,31932259
890,3022170
891,158521887
892,27639393
893,18828878
894,34935696
895,20096091
896,232533948
897,290866715
898,72934014
899,17115510
900,42808094
901,684654
902,9867382
903,1823912
904,99770378
905,502539
906,67860552
907,40101937
908,204445546
909,15556128
910,12138409
911,21495119
912,4692484
913,9888214
914,25298743
915,1825171
916,3023686
917,21098461
918,30719249
919,7595610
920,15191389
921,107135126
922,2740197
923,234005161
924,12880453
925,7986220
926,9048266
927,108567
928,7997163
929,2290935
930,5488507
931,2941828
932,50659600
933,104363030
934,15247179
936,98799755
937,81144113
938,68938083
939,8278310
940,10998730
941,162340658
942,27826866
943,246677406
944,6670639
945,6529893
946,4475711
947,29391467
948,4876919
949,236182898
950,1094830
951,12081426
952,357700518
953,33244726
954,284832000
955,12405733
956,40815774
957,1672106
958,75131361
959,14050512
960,6156884
961,16596347
962,9799748
963,4660026
964,139270684
965,37823220
966,129442312
967,11596885
968,43960131
969,102303899
970,166366054
971,214126246
972,6486003
973,283596324
974,5964390
975,156752
976,6544867
977,8380581
978,5498729
980,19355151
981,12951337
982,40181780
983,30192274
984,253336861
985,132333133
986,3427596
987,186215005
988,66329608
989,7351769
990,131699350
991,22542898
992,3139784
993,10590801
994,9891047
995,136918881
996,123651903
997,1028672
998,23891807
999,9531131
1000,14639193
1001,3464240
1002,711418
1003,8231735
1004,16963487
1005,27203918
1006,2826345
1007,138358178
1008,235925
1009,14212846
1010,50080152
1011,4021699
1012,41350513
1013,82948
1014,235679423
1016,175666393
1017,5687880
1018,13686959
1019,6651880
1020,36114420
1021,5636891
1022,4886797
1023,25612372
1024,237410357
1025,45301897
1026,20758230
1027,173216371
1028,15947180
1029,155108495
1030,19577983
1031,14504228
1032,28954819
1033,23287181
1034,8475438
1035,22792816
1036,46710847
1037,27509305
1038,2201289
1039,260978176
1040,72109874
1041,14688498
1042,22926147
1044,11223147
1045,13138791
1046,143704233
1047,41191735
1048,160731810
1049,10878533
1050,21075383
1051,188471280
1052,19067579
1053,229544351
1054,17668890
1055,43163015
1056,309258926
1057,140174128
1058,5684406
1059,40748493
1060,183152234
1061,17944463
1062,6111008
1063,21649677
1064,7555485
1065,10385508
1066,170552102
1067,65534811
1068,4228830
1069,4243760
1070,33766458
1071,66961626
1072,177466459
1073,17847664
1074,4041655
1075,4339142
1076,27135667
1077,273576730
1078,195325307
1079,25554467
1080,37852967
1081,2283198
1082,105048305
1083,109527573
1084,1879123
1086,9677308
1087,11022695
1088,15589471
1089,172336073
1090,1776913
1091,52120510
1092,44613817
1093,42279248
1094,17211123
1095,12723712
1096,9007173
1097,162035500
1098,3668715
1099,39812285
1100,23597654
1101,944758
1102,7164653
1103,23608365
1104,1977196
1105,13058452
1106,26402120
1107,235934552
1108,236742646
1109,14117291
1110,195171995
1111,10094815
1112,2877231
1113,75115987
1114,11912443
1115,1037070
1116,7416379
1117,638053
1118,1134194
1119,123524080
1120,10349057
1121,7435564
1122,896984
1123,11432534
1124,22685608
1125,7698873
1126,18739765
1127,103689403
1128,69698570
1129,8697779
1130,235710
1131,17006090
1132,97115170
1133,76588491
1134,1990476
1135,5805730
1136,17709006
1137,12608674
1138,75629255
1139,17565430
1140,4926051
1141,271327
1142,250537712
1143,5592204
1144,5847425
1145,29532651
1146,212592143
1147,144039675
1148,10631507
1149,4186926
1150,2341198
1151,4438236
1152,8307112
1153,1665113
1154,11373054
1155,531643
1156,36692278
1157,72717826
1158,202611183
1159,71554255
1160,185922889
1161,11822216
1162,54688547
1163,76333489
1164,13787802
1165,31213720
1166,36910414
1167,4482283
1168,96589364
1169,9256705
1170,11609270
1171,57703681
1172,1089162
1173,13007349
1174,9070891
1175,248947419
1176,16120562
1177,3301295
1178,52747810
1179,13773864
1180,134947591
1181,57193
1182,27903823
1183,2726595
1184,7285
1185,1910068
1186,10030686
1187,3942932
1189,26879313
1190,16580778
1191,2279554
1192,2957041
1193,3359091
1194,18155390
1195,6324420
1196,4482244
1197,4724515
1198,123006729
1199,233742289
1200,25678331
1201,30012959
1202,10163069
1203,1521095
1204,55510709
1205,13364004
1206,26778100
1207,7845943
1208,21167580
1209,8723688
1210,8284580
1211,153126633
1212,26590024
1213,11841698
1214,65139544
1215,8561407
1216,23926293
1217,24042555
1218,14665728
1219,48865930
1220,6232576
1221,14757832
1222,20419748
1223,177370221
1224,4298081
1225,29162668
1226,5876304
1227,63980369
1228,45007184
1229,51509373
1230,6392280
1231,134565554
1232,102161524
1233,1332229
1234,11630595
1235,37275029
1236,1237329
1237,42397285
1238,9891527
1239,87890239
1240,46898857
1241,27134371
1242,10905271
1243,4026883
1244,157661500
1245,16532177
1246,57053987
1247,5243707
1248,2815281
1249,78182912
1250,8100051
1251,10963500
1252,5185416
1253,57665065
1255,44787704
1256,3956488
1257,28656420
1258,14882689
1259,191581
1260,3486034
1261,13327488
1262,9461532
1263,78952368
1264,136625613
1265,105423589
1266,8269346
1267,25545730
1268,83875314
1269,61769771
1270,170969447
1271,14855204
1272,7860307
1273,95816836
1274,26499743
1275,14582045
1276,76957430
1277,20644501
1278,4274822
1279,15183588
1280,42259
1281,24656182
1282,42297117
1283,58768139
1284,110880190
1285,3031154
1286,54191008
1287,30936006
1288,29485224
1289,12878770
1290,1397905
1291,3235810
1292,151395704
1293,128860685
1294,32208910
1295,2725154
1296,4294713
1297,6185680
1298,5967608
1299,27904118
1300,6379018
1301,25369078
1302,30839098
1303,2662714
1304,50493634
1305,3484570
1306,15090863
1307,36130804
1308,16212795
1309,135299413
1310,196443388
1311,12193471
1312,3980163
1313,32235584
1314,12049829
1315,8630814
1316,9700292
1317,14728457
1318,91909154
1319,13854057
1320,35543858
1321,35649664
1322,14995170
1323,6865570
1324,128174
1325,2903129
1326,7070585
1327,78012628
1328,52014490
1329,109235424
1330,1933932
1331,8143596
1332,48587539
1333,122975052
1334,12479256
1335,175197828
1336,28138972
1337,13118139
1338,3941029
1339,75393000
1340,99199460
1341,37524991
1342,63509500
1343,2094705
1344,19826813
1345,82250351
1346,35984644
1347,20087222
1348,30537436
1349,6308936
1350,3735535
1351,26001243
1352,17825826
1353,113734012
1354,4080916
1355,102940451
1356,7792772
1357,981255
1358,91991560
1359,54253156
1360,518510
1361,201507589
1362,13530522
1363,55029383
1364,119916208
1365,6054613
1366,16548075
1367,4626699
1368,15235128
1369,13246021
1370,21822881
1371,7969579
1372,18830322
1373,30499123
1374,16888404
1375,100754257
1376,3420467
1377,9554999
1378,6454485
1379,200288739
1380,16199286
1381,56731014
1382,7496834
1383,133984723
1384,108882923
1385,18326655
1386,79919070
1387,91034034
1388,191233948
1389,6456358
1390,163122654
1391,2646748
1392,7083405
1393,737108
1394,93016868
1395,17324859
1396,1126474
1397,18667096
1398,2330333
1399,17372956
1400,18329531
1401,17887271
1402,11986970
1403,28433314
1404,1391988
1405,21321530
1406,21215227
1407,10808864
1408,82057625
1409,93459
1410,27285737
1411,100720718
1412,7620692
1413,2718469
1414,1714019
1415,353724
1416,108149057
1417,33722866
1418,10039342
1419,21311916
1420,13660447
1421,48672622
1422,212003573
1423,49012397
1424,6513350
1425,88802841
1426,2858278
1427,8682569
1428,10352287
1429,52226852
1430,26592952
1431,1114857
1432,14039221
1433,18870003
1434,873170
1435,2891864
1436,89590428
1437,5603569
1438,21228741
1439,25669857
1440,10935658
1441,18386552
1442,4338000
1443,6157854
1444,2590882
1445,42756705
1446,1193621
1447,3198408
1448,13599469
1449,28951107
1450,111457190
1451,3452147
1452,13357607
1453,73228910
1454,5421553
1455,1417291
1456,15032741
1457,101123671
1458,68369417
1459,931499
1460,5768529
1461,5252491
1462,30486815
1463,19598336
1464,9231375
1465,3459209
1466,16240287
1467,2697917
1468,3584258
1469,169648281
1470,9198128
1471,7481386
1472,96139101
1473,17780383
1474,9291255
1475,163773743
1476,14546877
1477,2178807
1478,7910806
1479,35351789
1480,25855754
1481,67465686
1482,6875786
1483,4093295
1484,22997757
1485,7934109
1486,14898454
1487,16725025
1488,3625121
1489,16974
1490,5111049
1491,146015690
1492,3732259
1493,945121
1494,770381
1495,166330577
1497,25267467
1498,1670361
1499,20291657
1500,97724132
1501,90466545
1502,16928099
1503,61980720
1504,15506867
1505,1569872
1506,7458572
1507,32482065
1508,30811834
1509,28462317
1510,403968
1511,83809478
1512,158738766
1513,13773870
1514,20342626
1515,10551052
1516,4419407
1517,4199660
1518,15921027
1519,8668060
1520,13773267
1521,1283886
1522,1687046
1523,8562250
1524,90890605
1525,20425016
1526,505749
1527,81823939
1528,7945411
1529,122568161
1530,3176823
1531,15275417
1532,7903633
1533,154255662
1534,42378192
1535,20216262
1536,9978702
1537,127521321
1538,1139503
1539,20307472
1540,29732733
1541,13168929
1542,56541794
1543,74794805
1544,8473278
1545,33844366
1546,7373973
1547,7981599
1548,919616
1549,21779655
1550,9184343
1551,45262603
1552,151035116
1553,3165286
1554,7634080
1555,16469416
1556,21421465
1557,84669204
1558,525490
1559,15879143
1560,6108647
1561,103270540
1562,6860145
1563,77024989
1564,3382441
1565,2291100
1566,67466474
1567,3251288
1568,8238265
1569,50914448
1570,57344179
1571,205026
1572,11192155
1573,1757348
1574,8284356
1575,10306743
1576,12129604
1577,5256843
1578,10035403
1579,3329786
1580,120527542
1581,44695679
1582,11781687
1583,146286149
1584,9323889
1585,591142
1586,1691340
1587,84907991
1588,14987938
1589,3757065
1590,64725154
1591,5929326
1592,6557131
1593,5118553
1594,55209859
1595,17962796
1596,12184332
1597,2646807
1598,14173474
1599,57288477
1600,45030366
1601,17590907
1602,755558
1603,12627910
1604,1775047
1605,31699898
1606,724284
1607,10523021
1608,52142577
1609,1394730
1610,19475099
1611,79866964
1612,85672306
1613,141094
1614,50936496
1615,40227799
1616,16623659
1617,28545568
1618,78354763
1619,23501568
1620,116063038
1621,68425230
1622,2204785
1623,57339669
1624,6486216
1625,6722522
1626,5528517
1627,244848
1628,110033687
1629,12910145
1630,23717884
1631,477604
1632,13104076
1633,134542082
1634,11042637
1635,53290025
1637,14799625
1638,45713010
1639,22324040
1640,4754071
1641,28243893
1642,45013169
1643,141173926
1644,14014032
1645,875538
1646,36638433
1647,13531472
1648,9872447
1649,2376503
1650,81254010
1651,2287527
1652,127290614
1653,5790317
1654,918425
1655,69698344
1657,7039940
1658,9525957
1659,137965052
1660,720856
1661,11050854
1662,15670015
1663,189799682
1664,5432942
1665,21119126
1666,6030456
1667,1342360
1668,48864849
1669,87830603
1670,7440398
1671,22680633
1672,14079502
1673,57574212
1674,3792700
1675,22194104
1676,5565209
1677,76405907
1678,9844715
1679,89999699
1680,42523115
1681,1804172
1682,195314801
1683,1391208
1684,15215766
1685,15921423
1686,8159887
1687,3074889
1688,4569196
1689,8726152
1690,108229115
1691,99750816
1692,3019493
1693,1320750
1694,116041090
1695,1110199
1696,127608
1697,6416436
1698,70186345
1699,12624077
1700,3598752
1701,24385503
1702,195412
1703,30871889
1704,8076563
1705,119499201
1706,19030069
1707,118152036
1708,65288107
1709,575542
1710,3564497
1711,85642255
1712,140011
1713,1270678
1714,6182660
1715,11148199
1716,23013402
1717,21966504
1718,10185407
1719,21851392
1720,45071045
1721,11708024
1722,43205701
1723,77386503
1724,9230687
1725,215202
1726,214680
1727,10807154
1728,152364280
1729,10677707
1730,11287833
1731,23547691
1732,2529334
1733,1866961
1734,3919916
1735,119418773
1736,3702863
1737,82978367
1738,29905100
1739,3572833
1740,73096378
1741,1950490
1742,2813311
1743,7203107
1744,342382
1745,2472901
1746,185493
1747,11455760
1748,6620046
1749,681232
1750,22431777
1751,15126242
1752,4887802
1753,10887551
1754,85430267
1755,100086006
1756,28709837
1757,10008315
1758,31332239
1759,1390438
1761,8858515
1762,23525282
1763,12491875
1764,710230
1765,9030944
1766,10707685
1767,8332754
1768,18945429
1769,2223982
1770,53017405
1771,16177949
1773,11719619
1774,114865678
1775,2695911
1776,5705318
1777,14679346
1778,591781
1779,18901473
1780,25054195
1781,80409802
1782,1329224
1783,44551329
1784,12606584
1785,21358106
1786,89357116
1787,16754433
1788,1850793
1789,25269075
1790,19508443
1791,11949580
1792,17583865
1793,3401686
1794,14824923
1795,6344374
1796,21495257
1797,32834445
1798,46995345
1799,561429
1800,50017
1801,5582032
1802,1009598
1803,57687
1804,19533158
1805,137140060
1806,104101218
1807,10651217
1808,9914887
1809,1548813
1810,21140589
1811,7009939
1812,18186773
1813,506459
1814,6786211
1815,2074427
1816,608731
1817,4380367
1818,99293643
1820,943666
1821,53409809
1822,5416583
1823,614178
1824,113469266
1825,9310644
1826,33479976
1827,1761304
1828,384463
1829,272102
1830,21051868
1831,3056849
1832,28153419
1833,66851551
1834,5333313
1835,3415298
1836,550202
1837,3945113
1838,35875807
1839,16863187
1840,65453406
1841,142939956
1842,2181866
1843,15783030
1844,2062917
1845,13538824
1846,52230534
1847,17252098
1848,14911498
1849,86671966
1850,9321694
1851,7373711
1852,57068263
1853,2957799
1854,28453422
1855,570909
1856,2007919
1857,22181149
1858,2248370
1859,55172745
1860,3419934
1861,946164
1862,552183
1863,16555772
1864,22992128
1865,249603
1866,7511501
1867,19467251
1868,4939225
1869,70170231
1870,3639896
1871,46049225
1872,1526726
1873,58462293
1874,70907626
1875,10242239
1876,72113443
1877,15324631
1878,78937489
1879,9043052
1880,61950770
1881,73638500
1882,8675583
1883,2608822
1884,66644542
1885,67031100
1886,4898407
1887,6452773
1888,1287758
1889,25212627
1890,6722388
1891,11235213
1892,81949566
1893,101668929
1894,33979562
1895,78678798
1896,87144917
1897,100891457
1898,59152779
1899,48745576
1900,128661779
1901,479254
1902,29635547
1903,55265338
1904,88301176
1905,81325279
1906,13440507
1907,92064506
1908,41824477
1909,79999528
1910,540800
1911,31897234
1912,67607449
1913,10268195
1914,12087258
1915,6117644
1916,84595084
1917,923978
1918,105912812
1919,87516296
1920,10664147
1921,54124034
1922,6483464
1923,6024841
1924,37395603
1925,75241090
1926,8504529
1927,666310
1928,103058479
1929,64346904
1930,81517801
1931,2740119
1933,4406511
1934,20318573
1935,13701018
1936,6884006
1937,2293765
1938,2573499
1939,2059526
1940,29921322
1941,30589511
1942,9367299
1943,83076263
1944,11239327
1945,7510848
1946,13280463
1947,24762918
1948,4832846
1949,7549823
1950,7152957
1951,8055857
1952,24082597
1953,59710198
1954,5570913
1955,70641388
1956,88557
1957,13638062
1958,35110
1959,119159797
1960,2112266
1961,2229898
1962,13731884
1963,9316167
1964,4263099
1965,2750253
1966,58119423
1967,17398033
1968,29733706
1969,51091994
1970,1742097
1971,49075825
1972,13135086
1973,49272095
1974,14766288
1975,12656395
1976,18161815
1977,92741886
1978,101765355
1979,55024652
1980,84379653
1981,36413705
1982,52180466
1983,4540290
1984,105032754
1985,3339165
1986,49841688
1987,5953144
1988,10602100
1989,55139796
1990,6670174
1991,9934756
1992,64457287
1993,9660685
1994,7575984
1995,111577
1996,63606762
1997,20998989
1998,620509
1999,4840914
2000,11367424
2001,3522511
2002,2295984
2003,8054373
2004,3101021
2005,863032
2006,27040376
2007,56822933
2008,583455
2009,19410221
2010,62337188
2011,35900231
2012,2621051
2013,13922233
2014,64319924
2015,687653
2016,7594913
2017,4987039
2018,334777
2019,11738834
2020,9940445
2021,111273033
2022,61337394
2023,49693907
2024,3716061
2025,13719928
2026,8180348
2027,2248333
2028,54434241
2029,5638179
2030,42605485
2031,16127600
2032,70345793
2033,11172556
2034,2633273
2035,3989762
2036,20182574
2037,1689994
2038,2433115
2039,1281516
2040,8380807
2041,1027013
2042,110425952
2043,31379342
2044,41581982
2045,36046389
2046,1051254
2047,2633171
2048,21515193
2049,3493111
2050,6442792
2051,18639374
2052,16268760
2053,68330912
2054,2391168
2055,11901298
2056,7479024
2057,63926762
2058,56232554
2059,13985233
2060,45190965
2061,35122459
2062,1045351
2063,4629106
2064,93952670
2065,16352711
2066,9417448
2067,77667827
2068,6892603
2069,88773862
2070,28863060
2071,23142478
2072,18673074
2073,73057280
2074,51447372
2075,67609123
2076,2506398
2077,38719285
2078,1932483
2079,4041499
2080,79024840
2081,6946498
2082,15057861
2083,8621075
2084,9250034
2085,92123164
2086,72160349
2087,49272877
2088,21175658
2089,365173
2090,12674035
2091,81317359
2092,4789859
2093,3625115
2094,8359076
2095,2501784
2096,63392267
2097,80483884
2098,62756334
2099,533467
2100,1453579
2101,26097572
2102,8254790
2103,2796004
2104,115114483
2105,61921036
2106,4944278
2107,5414998
2108,10337513
2109,21591508
2110,2472816
2111,22394076
2112,73617081
2113,2321150
2114,2920899
2115,12567990
2116,2556406
2117,2127404
2118,55023892
2119,117540490
2120,94841254
2121,1272566
2122,12035328
2123,5848522
2124,867465
2125,18769356
2126,4408443
2127,47507795
2128,1446194
2129,93958365
2130,104553223
2131,7858700
2132,1636022
2133,78408032
2134,6073571
2135,27409266
2136,135386833
2137,30544565
2138,741010
2139,98497662
2140,8024399
2141,4109120
2142,596397
2143,91218642
2144,36128365
2145,40936042
2146,24253582
2147,10814467
2148,3941534
2149,14033873
2150,1833375
2151,85525085
2152,3411141
2153,3756348
2154,60902929
2155,2259053
2156,1981680
2157,2732968
2158,20973203
2159,63034663
2160,1475390
2161,3284943
2162,7542201
2163,8951106
2164,41204062
2165,129362370
2166,4129680
2167,82596140
2168,86160545
2169,54526481
2170,92266877
2171,2986441
2172,3072836
2173,52198200
2174,59523
2175,34749996
2176,48553798
2177,4747544
2178,6063137
2179,5679419
2180,49224904
2181,100459623
